1993,1,1,A,0
1993,1,1,B,0
1993,1,1,C,0
1993,1,1,D,0
1993,1,10,A,0
1993,1,10,B,0
1993,1,10,C,0
1993,1,10,D,0
1993,1,11,A,0
1993,1,11,B,0
1993,1,11,C,0
1993,1,11,D,0
1993,1,12,A,0
1993,1,12,B,0
1993,1,12,C,0
1993,1,12,D,0
1993,1,13,A,0
1993,1,13,B,0
1993,1,13,C,0
1993,1,13,D,0
1993,1,14,A,0
1993,1,14,B,0
1993,1,14,C,0
1993,1,14,D,0
1993,1,15,A,0
1993,1,15,B,0
1993,1,15,C,0
1993,1,15,D,0
1993,1,16,A,0
1993,1,16,B,0
1993,1,16,C,0
1993,1,16,D,0
1993,1,17,A,0
1993,1,17,B,0
1993,1,17,C,0
1993,1,17,D,0
1993,1,18,A,0
1993,1,18,B,0
1993,1,18,C,0
1993,1,18,D,0
1993,1,19,A,0
1993,1,19,B,0
1993,1,19,C,0
1993,1,19,D,0
1993,1,2,A,0
1993,1,2,B,0
1993,1,2,C,0
1993,1,2,D,0
1993,1,20,A,0
1993,1,20,B,0
1993,1,20,C,0
1993,1,20,D,0
1993,1,21,A,0
1993,1,21,B,0
1993,1,21,C,0
1993,1,21,D,0
1993,1,22,A,0
1993,1,22,B,0
1993,1,22,C,0
1993,1,22,D,0
1993,1,23,A,0
1993,1,23,B,0
1993,1,23,C,0
1993,1,23,D,0
1993,1,24,A,0
1993,1,24,B,0
1993,1,24,C,0
1993,1,24,D,0
1993,1,25,A,0
1993,1,25,B,0
1993,1,25,C,0
1993,1,25,D,0
1993,1,26,A,0
1993,1,26,B,0
1993,1,26,C,0
1993,1,26,D,0
1993,1,27,A,0
1993,1,27,B,0
1993,1,27,C,0
1993,1,27,D,0
1993,1,28,A,0
1993,1,28,B,0
1993,1,28,C,0
1993,1,28,D,0
1993,1,29,A,0
1993,1,29,B,0
1993,1,29,C,0
1993,1,29,D,0
1993,1,3,A,0
1993,1,3,B,0
1993,1,3,C,0
1993,1,3,D,0
1993,1,30,A,0
