1993,7,1,12,B,1,96396.00,96396.00,96396.00,96396.000000
1993,7,1,36,A,1,165960.00,165960.00,165960.00,165960.000000
1993,7,1,60,A,1,127080.00,127080.00,127080.00,127080.000000
1993,7,10,12,B,1,96396.00,96396.00,96396.00,96396.000000
1993,7,10,36,A,1,165960.00,165960.00,165960.00,165960.000000
1993,7,10,60,A,1,127080.00,127080.00,127080.00,127080.000000
1993,7,11,12,B,1,96396.00,96396.00,96396.00,96396.000000
1993,7,11,36,A,1,165960.00,165960.00,165960.00,165960.000000
1993,7,11,60,A,1,127080.00,127080.00,127080.00,127080.000000
1993,7,12,12,B,1,96396.00,96396.00,96396.00,96396.000000
1993,7,12,36,A,1,165960.00,165960.00,165960.00,165960.000000
1993,7,12,60,A,1,127080.00,127080.00,127080.00,127080.000000
1993,7,13,12,B,1,96396.00,96396.00,96396.00,96396.000000
1993,7,13,36,A,1,165960.00,165960.00,165960.00,165960.000000
1993,7,13,60,A,1,127080.00,127080.00,127080.00,127080.000000
1993,7,14,12,B,1,96396.00,96396.00,96396.00,96396.000000
1993,7,14,36,A,1,165960.00,165960.00,165960.00,165960.000000
1993,7,14,60,A,1,127080.00,127080.00,127080.00,127080.000000
1993,7,15,12,B,1,96396.00,96396.00,96396.00,96396.000000
1993,7,15,36,A,1,165960.00,165960.00,165960.00,165960.000000
1993,7,15,60,A,1,127080.00,127080.00,127080.00,127080.000000
1993,7,16,12,B,1,96396.00,96396.00,96396.00,96396.000000
1993,7,16,36,A,1,165960.00,165960.00,165960.00,165960.000000
1993,7,16,60,A,1,127080.00,127080.00,127080.00,127080.000000
1993,7,17,12,B,1,96396.00,96396.00,96396.00,96396.000000
1993,7,17,36,A,1,165960.00,165960.00,165960.00,165960.000000
1993,7,17,60,A,1,127080.00,127080.00,127080.00,127080.000000
1993,7,18,12,B,1,96396.00,96396.00,96396.00,96396.000000
1993,7,18,36,A,1,165960.00,165960.00,165960.00,165960.000000
1993,7,18,60,A,1,127080.00,127080.00,127080.00,127080.000000
1993,7,19,12,B,1,96396.00,96396.00,96396.00,96396.000000
1993,7,19,36,A,1,165960.00,165960.00,165960.00,165960.000000
1993,7,19,60,A,1,127080.00,127080.00,127080.00,127080.000000
1993,7,2,12,B,1,96396.00,96396.00,96396.00,96396.000000
