1993,1,96
1993,2,98
1993,3,104
1993,4,77
1993,5,91
1993,6,88
1993,7,99
1993,8,102
1993,9,103
1993,10,75
1993,11,115
1993,12,91
1994,1,24
1994,2,34
1994,3,32
1994,4,41
1994,5,55
1994,6,35
1994,7,31
1994,8,37
1994,9,40
1994,10,47
1994,11,28
1994,12,35
1995,1,64
1995,2,44
1995,3,48
1995,4,52
1995,5,50
1995,6,57
1995,7,48
1995,8,58
1995,9,60
1995,10,65
1995,11,65
1995,12,50
1996,1,106
1996,2,104
1996,3,124
1996,4,101
1996,5,91
1996,6,113
1996,7,137
1996,8,133
1996,9,108
1996,10,115
1996,11,106
1996,12,125
1997,1,66
1997,2,79
1997,3,65
1997,4,82
1997,5,83
1997,6,74
1997,7,79
1997,8,83
1997,9,83
1997,10,78
1997,11,62
1997,12,64
