1993,1,1,15.90,6446.00,20099.90,1435.707142,14
1993,1,10,28.20,10737.00,11665.20,3888.400000,3
1993,1,12,17.00,19961.00,22078.00,5519.500000,4
1993,1,13,1100.00,1100.00,1100.00,1100.000000,1
1993,1,14,800.00,800.00,800.00,800.000000,1
1993,1,15,1000.00,1000.00,2000.00,1000.000000,2
1993,1,16,94.70,49752.00,128853.70,18407.671428,7
1993,1,19,19.40,6434.00,7253.40,2417.800000,3
1993,1,21,45.00,13851.00,14596.00,4865.333333,3
1993,1,23,200.00,200.00,200.00,200.000000,1
1993,1,24,47.50,14264.00,15411.50,5137.166666,3
1993,1,25,300.00,300.00,300.00,300.000000,1
1993,1,26,300.00,900.00,1200.00,600.000000,2
1993,1,27,200.00,600.00,800.00,400.000000,2
1993,1,3,62.40,36518.00,53805.40,13451.350000,4
1993,1,30,900.00,900.00,900.00,900.000000,1
1993,1,32,200.00,300.00,500.00,250.000000,2
1993,1,33,200.00,200.00,200.00,200.000000,1
1993,1,36,23.10,6774.00,7197.10,2399.033333,3
1993,1,37,14.00,4507.00,6021.00,1505.250000,4
1993,1,38,400.00,400.00,800.00,400.000000,2
1993,1,4,500.00,500.00,500.00,500.000000,1
1993,1,40,300.00,400.00,700.00,350.000000,2
1993,1,41,13.30,23323.00,47050.00,4277.272727,11
1993,1,44,12.60,44749.00,62028.00,6202.800000,10
1993,1,45,500.00,500.00,500.00,500.000000,1
1993,1,46,700.00,700.00,700.00,700.000000,1
1993,1,47,15.20,3401.00,5216.20,1304.050000,4
1993,1,48,38.20,13967.00,15805.20,3951.300000,4
1993,1,49,700.00,700.00,700.00,700.000000,1
1993,1,50,600.00,600.00,600.00,600.000000,1
1993,1,52,1100.00,1100.00,1100.00,1100.000000,1
1993,1,53,800.00,800.00,800.00,800.000000,1
1993,1,54,19.50,6007.00,8426.50,1404.416666,6
1993,1,55,20.10,17477.00,29954.20,3328.244444,9
1993,1,59,200.00,200.00,200.00,200.000000,1
1993,1,6,38.90,13156.00,25830.90,6457.725000,4
1993,1,60,13.40,4276.00,5389.40,1347.350000,4
1993,1,61,1000.00,1000.00,1000.00,1000.000000,1
1993,1,62,21.50,5123.00,5944.50,1981.500000,3
1993,1,63,200.00,200.00,200.00,200.000000,1
1993,1,64,500.00,500.00,500.00,500.000000,1
1993,1,66,300.00,700.00,1000.00,500.000000,2
1993,1,68,0.80,46552.00,53341.90,7620.271428,7
1993,1,7,7.10,16983.00,17590.10,5863.366666,3
1993,1,70,11.10,6959.00,12971.50,1621.437500,8
1993,1,72,300.00,300.00,300.00,300.000000,1
1993,1,73,200.00,200.00,200.00,200.000000,1
1993,1,74,15.50,38000.00,76159.00,6346.583333,12
1993,1,75,500.00,500.00,500.00,500.000000,1
1993,1,76,38.80,11832.00,12070.80,4023.600000,3
1993,1,77,19.10,5298.00,5917.10,1479.275000,4
1993,1,9,37.10,12644.00,13181.10,4393.700000,3
1993,2,1,9.80,48098.00,274491.80,5382.192156,51
1993,2,10,84.80,10737.00,18621.80,3103.633333,6
1993,2,12,6.70,44455.00,95785.70,13683.671428,7
1993,2,13,10.80,24381.00,26491.80,6622.950000,4
1993,2,14,23.00,7041.00,10955.00,2738.750000,4
1993,2,15,43.90,9800.00,20559.90,5139.975000,4
1993,2,16,14.60,33900.00,187751.60,11734.475000,16
1993,2,17,12.60,4391.00,5903.60,1475.900000,4
1993,2,19,30.10,6434.00,6464.10,3232.050000,2
1993,2,2,300.00,500.00,800.00,400.000000,2
1993,2,21,110.60,13851.00,18061.60,3612.320000,5
1993,2,23,21.10,20281.00,24202.10,6050.525000,4
1993,2,24,121.80,14264.00,20685.80,4137.160000,5
1993,2,25,19.30,12043.00,18262.30,6087.433333,3
1993,2,26,3021.00,4356.00,7377.00,3688.500000,2
1993,2,27,11.50,49590.00,111098.50,12344.277777,9
1993,2,28,200.00,200.00,200.00,200.000000,1
1993,2,3,220.00,29700.00,58077.00,19359.000000,3
1993,2,30,400.00,6698.00,7698.00,2566.000000,3
1993,2,31,700.00,800.00,1500.00,750.000000,2
1993,2,32,7.20,20213.00,56500.40,6277.822222,9
1993,2,33,900.00,4758.00,5658.00,2829.000000,2
1993,2,36,13.70,10600.00,22899.00,3816.500000,6
1993,2,37,54.60,19935.00,34258.60,5709.766666,6
1993,2,38,68.60,23041.00,29948.60,5989.720000,5
1993,2,39,1000.00,1000.00,1000.00,1000.000000,1
1993,2,4,5544.00,5544.00,5544.00,5544.000000,1
1993,2,40,5029.00,23736.00,28765.00,14382.500000,2
1993,2,41,18.50,25609.00,67219.40,5170.723076,13
1993,2,43,900.00,900.00,900.00,900.000000,1
1993,2,44,15.60,44749.00,130258.50,10854.875000,12
1993,2,45,32.00,24009.00,25441.00,6360.250000,4
1993,2,46,2.90,18972.00,30674.90,7668.725000,4
1993,2,47,17.50,13400.00,16818.50,5606.166666,3
1993,2,48,12.90,13967.00,36218.90,5174.128571,7
1993,2,49,50.90,47831.00,58381.90,19460.633333,3
1993,2,50,48.10,27666.00,48586.10,6073.262500,8
1993,2,51,400.00,900.00,2800.00,700.000000,4
1993,2,52,33.40,19746.00,23879.40,7959.800000,3
1993,2,53,5224.00,5224.00,5224.00,5224.000000,1
1993,2,54,18.70,62100.00,239176.50,11958.825000,20
1993,2,55,29.60,17477.00,48393.20,6049.150000,8
1993,2,57,600.00,1000.00,1600.00,800.000000,2
1993,2,59,500.00,3375.00,3875.00,1937.500000,2
1993,2,6,200.00,45647.00,92862.00,13266.000000,7
1993,2,60,20.70,9658.00,24277.90,4046.316666,6
1993,2,61,2.90,15447.00,19249.90,4812.475000,4
1993,2,62,24.70,5123.00,5147.70,2573.850000,2
1993,2,63,7.20,22349.00,46946.70,7824.450000,6
1993,2,64,139.20,44333.00,49030.20,7004.314285,7
1993,2,66,26.20,45925.00,91364.10,11420.512500,8
1993,2,67,53.10,14626.00,15579.10,5193.033333,3
1993,2,68,15.70,39285.00,110771.70,7384.780000,15
1993,2,69,500.00,800.00,1300.00,650.000000,2
1993,2,7,13.10,14622.00,20851.40,2978.771428,7
1993,2,70,5.40,33410.00,109882.30,6104.572222,18
1993,2,71,500.00,500.00,500.00,500.000000,1
1993,2,72,3.00,12138.00,20741.00,4148.200000,5
1993,2,73,22.30,15263.00,31035.40,5172.566666,6
1993,2,74,27.60,44162.00,162245.00,8112.250000,20
1993,2,75,38.00,14963.00,22243.00,5560.750000,4
1993,2,76,50.10,7500.00,7550.10,3775.050000,2
