9340,7542,590820.00
10997,8926,566640.00
10998,8926,566640.00
2823,2335,541200.00
981,817,538500.00
3546,2936,504000.00
8506,7049,495180.00
12859,10451,482940.00
8392,6950,475680.00
8393,6950,475680.00
9846,7966,473280.00
414,339,468060.00
415,339,468060.00
3038,2516,466608.00
5788,4794,465504.00
5760,4774,465072.00
5761,4774,465072.00
7291,6034,464520.00
4474,3711,460980.00
4434,3679,444864.00
4435,3679,444864.00
3517,2910,437460.00
3072,2545,428784.00
3073,2545,428784.00
12662,10297,421008.00
13955,11349,419880.00
13956,11349,419880.00
12943,10520,417600.00
10350,8377,417060.00
10351,8377,417060.00
2720,2246,415800.00
7339,6075,407952.00
5050,4190,405780.00
5606,4650,402000.00
6257,5181,399120.00
7521,6226,398640.00
2259,1862,396120.00
13750,11186,392460.00
13751,11186,392460.00
7959,6592,390660.00
9457,7637,390096.00
9458,7637,390096.00
3629,3005,390000.00
1662,1374,389136.00
1917,1583,388512.00
2190,1808,385584.00
2191,1808,385584.00
13346,10857,385560.00
1311,1093,385104.00
3519,2912,380160.00
11637,9455,374760.00
11638,9455,374760.00
9641,7795,372120.00
9642,7795,372120.00
389,319,369000.00
6544,5422,368880.00
6545,5422,368880.00
7348,6083,360864.00
3103,2572,360000.00
5977,4948,359760.00
533,442,357840.00
127,105,352704.00
6610,5477,349392.00
12643,10280,348120.00
2719,2245,347952.00
11701,9504,341280.00
13246,10774,339168.00
3326,2754,335280.00
5866,4858,335184.00
4710,3906,334620.00
4711,3906,334620.00
10355,8381,333648.00
403,330,331584.00
404,330,331584.00
12144,9869,331560.00
12145,9869,331560.00
5245,4354,327660.00
6178,5120,323472.00
11130,9037,321936.00
11131,9037,321936.00
7325,6062,321360.00
5376,4456,321240.00
3767,3115,321180.00
3768,3115,321180.00
6299,5213,320976.00
9427,7614,320592.00
9428,7614,320592.00
45,37,318480.00
6122,5072,317520.00
13912,11317,317460.00
4433,3678,316140.00
2759,2279,314688.00
13451,10942,314520.00
12378,10065,311232.00
10273,8320,309660.00
10274,8320,309660.00
9366,7562,309600.00
1102,915,309552.00
4652,3859,307200.00
12547,10202,305424.00
6417,5313,300660.00
12133,9859,300600.00
5517,4576,300204.00
2635,2176,299088.00
8064,6678,294384.00
2489,2051,293880.00
2952,2445,293160.00
2430,2000,290820.00
6936,5735,290700.00
5978,4949,289920.00
8502,7045,288720.00
9316,7523,288468.00
10555,8558,288360.00
6803,5632,285600.00
6804,5632,285600.00
11379,9241,285240.00
11380,9241,285240.00
1133,940,284280.00
1134,940,284280.00
13924,11328,280440.00
11874,9646,279072.00
11875,9646,279072.00
3670,3037,277884.00
7311,6051,276660.00
6359,5263,276300.00
3984,3293,276084.00
13539,11013,274740.00
3542,2933,272520.00
3543,2933,272520.00
11286,9167,272220.00
11250,9138,272220.00
4417,3664,271584.00
2494,2055,271260.00
7390,6118,270648.00
7678,6358,270384.00
13089,10644,269964.00
3471,2872,268320.00
12890,10478,267600.00
10382,8405,266220.00
10475,8489,265320.00
10476,8489,265320.00
124,103,265320.00
603,501,262980.00
12756,10365,260640.00
9987,8085,260400.00
13113,10663,260028.00
12695,10320,259740.00
6033,4994,258444.00
3793,3137,253560.00
3730,3084,253512.00
1282,1068,253200.00
1286,1071,253200.00
512,426,252060.00
13051,10613,249792.00
2392,1967,249312.00
2136,1762,248148.00
7434,6157,247920.00
7435,6158,247920.00
10282,8327,247728.00
5134,4260,244560.00
11851,9627,244368.00
10662,8645,240900.00
6408,5305,240528.00
2195,1811,239460.00
12586,10233,239160.00
10075,8158,238716.00
8568,7099,234336.00
12376,10063,233424.00
6922,5724,232560.00
6946,5742,232560.00
12416,10093,231696.00
12417,10093,231696.00
3257,2699,231168.00
458,378,230400.00
2739,2262,230220.00
10566,8566,230220.00
11709,9510,228276.00
11710,9510,228276.00
11063,8982,227880.00
11064,8982,227880.00
11683,9491,225504.00
6798,5628,225420.00
10198,8260,224604.00
10199,8260,224604.00
3855,3189,222180.00
6749,5591,221880.00
6750,5591,221880.00
5318,4413,221280.00
5319,4413,221280.00
10389,8411,220620.00
9546,7713,220440.00
9997,8094,220428.00
5774,4784,219456.00
